Potencia,Maximo,DesvioPadrao,Curtose,Assimetria,Classe
5524912.0,8691.984,1089.4799,0.2448153545338445,0.6323806497435901,0
5530883.5,10563.058,1088.621,0.2315690360960434,0.6275943549049534,0
5534191.0,8723.048,1090.8198,0.2539829838162584,0.6339706291012152,0
5541744.5,8405.382,1090.0994,0.23411787269749862,0.6300004264992858,0
5527542.0,9485.135,1088.4038,0.24805497695217182,0.6309368095476271,0
5535614.5,9052.721,1089.8289,0.23881587992805065,0.630035899107047,0
5537817.5,9412.791,1090.9203,0.24254971380312318,0.6311505354171923,0
5613083.0,9018.403,1098.9923,0.2823929449228304,0.6408131329736975,0
5595618.0,8904.058,1097.2,0.27708189381931847,0.6388091158746233,0
5607614.0,8812.801,1098.7344,0.2664448451751582,0.639494480680638,0
5557623.0,8883.15,1091.4955,0.2553937089055993,0.6329919356550194,0
5581510.0,8247.984,1095.1871,0.2570018199332411,0.6356693232785107,0
5576936.5,10497.099,1095.8641,0.2550298597784546,0.6368125714976004,0
5577150.0,19149.898,1094.2079,0.39056951716335675,0.640989979144301,0
5599158.5,11123.521,1097.7505,0.27091878320916596,0.6370979312283808,0
5595116.0,10085.436,1096.6686,0.26217991512339855,0.6345929209887651,0
5615541.5,8798.049,1099.4486,0.26560485760740704,0.637880118823497,0
5612575.0,8912.993,1098.7294,0.25536239509026437,0.6354517154571048,0
5589776.0,9170.578,1095.283,0.26171272589542127,0.6351311163743767,0
5593948.5,8926.602,1095.8397,0.2592030834737544,0.6349797107300795,0
5592791.5,9830.002,1096.715,0.2687724700683627,0.6386848559130599,0
5606807.5,10956.219,1097.8295,0.26048738248415404,0.6350304540762923,0
5628842.0,9127.137,1100.526,0.25516209971849424,0.6366471290914645,0
5608398.5,9164.284,1098.5792,0.2696210661728946,0.6392057757339737,0
5604236.5,8611.554,1097.3605,0.23937224407040603,0.6307888334677783,0
5561568.0,9134.715,1092.6243,0.2520868066216124,0.6318279873394982,0
5526401.0,11302.181,1088.1243,0.23163523500617256,0.6273134325036035,0
5575316.5,9301.386,1094.3795,0.25299091246086824,0.6332082200152024,0
5596157.5,9844.906,1095.8604,0.27945993868689767,0.6385740849318639,0
5536708.5,8848.8,1088.557,0.2409827056583671,0.6287360668757095,0
5538678.0,9151.866,1088.6019,0.23887341343149737,0.6272687382830049,0
5538154.5,9110.804,1089.9244,0.23824482689036053,0.6314890175277467,0
5533786.5,8801.928,1089.273,0.2312138721017858,0.6271298703710654,0
5542137.5,12190.026,1089.3434,0.24907112691234845,0.6304868548463407,0
5538327.5,8624.81,1089.5502,0.24128492549735725,0.6294367927935969,0
5530794.5,8842.704,1088.8787,0.24390195768271106,0.6283451692600291,0
5543537.5,8695.622,1090.6963,0.2416347742110343,0.6300434525691193,0
5528050.0,9819.533,1088.9857,0.23895494346458612,0.6294838369622887,0
